id,movie_id,person_id,name,character,cast_order,Project,movie_release_date,Sentiment_Score,Popularity_Score,Genre,Lead_Talent,job,department,author,author_username,author_rating,content,created_at,updated_at,url,movie_rating,content_length,show_id,type,director,country,date_added,release_year,duration,description,crew,budget,homepage,keywords,original_language,original_title,overview,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_count,adult,backdrop_path,imdb_id,poster_path
15285,600.0,2059.0,Adam Baldwin,Animal Mother,1.0,Full Metal Jacket,1987-06-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49680,609.0,10085.0,Oliver Robins,Robbie Freeling,5.0,Poltergeist,1982-06-04,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79072,612.0,8784.0,Daniel Craig,Steve,1.0,Munich,2005-12-23,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95360,613.0,1846.0,André Hennicke,SS-Brigadeführer Wilhelm Mohnke,13.0,Downfall,2004-09-16,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24030,615.0,8776.0,Claudia Gerini,Claudia Procles,9.0,The Passion of the Christ,2004-02-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26354,617.0,2876.0,Matt Dillon,Sam Lombardo,1.0,Wild Things,1998-03-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70806,619.0,13937.0,Charles Keating,Klingman,13.0,The Bodyguard,1992-11-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26839,622.0,8924.0,Frank Langella,Boris Balkan,1.0,The Ninth Gate,1999-08-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145809,624.0,134701.0,Robert Ball,Mime #1,13.0,Easy Rider,1969-06-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76553,634.0,9146.0,Lisa Barbuscia,Lara,9.0,Bridget Jones's Diary,2001-04-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78499,635.0,9171.0,Brownie McGhee,Toots Sweet,5.0,Angel Heart,1987-03-06,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18381,637.0,9235.0,Nicoletta Braschi,Dora,1.0,Life Is Beautiful,1997-12-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93385,638.0,1771.0,Giovanni Ribisi,"Steve ""V""",13.0,Lost Highway,1997-01-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33696,639.0,1389091.0,David Burdick,9 Year Old Boy,9.0,When Harry Met Sally...,1989-07-12,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103237,642.0,4135.0,Robert Redford,Sundance Kid,1.0,Butch Cassidy and the Sundance Kid,1969-09-23,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15790,644.0,60633.0,Kevin Sussman,Supernerd,13.0,A.I. Artificial Intelligence,2001-06-29,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20481,646.0,9878.0,Lois Maxwell,Miss Moneypenny,9.0,Dr. No,1962-10-07,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125457,650.0,9781.0,Nia Long,Brandi,5.0,Boyz n the Hood,1991-07-12,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54673,651.0,827.0,Elliott Gould,Trapper John McIntyre,1.0,M*A*S*H,1970-02-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148968,653.0,9848.0,Wolfgang Heinz,Sailor 1,9.0,Nosferatu,1922-02-16,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111114,655.0,9894.0,Bernhard Wicki,Doctor Ulmer,5.0,"Paris, Texas",1984-07-16,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33851,657.0,9898.0,Lotte Lenya,Rosa Klebb,4.0,From Russia with Love,1963-10-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25844,658.0,738.0,Sean Connery,James Bond,0.0,Goldfinger,1964-09-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37609,659.0,10266.0,Werner Rehm,Scheffler,12.0,The Tin Drum,1979-05-02,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27015,660.0,9874.0,Bernard Lee,M,8.0,Thunderball,1965-12-11,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27670,664.0,9994.0,Helen Hunt,Jo,0.0,Twister,1996-05-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24519,665.0,25687.0,Terence Longdon,Drusus,12.0,Ben-Hur,1959-11-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29672,667.0,9878.0,Lois Maxwell,Miss Moneypenny,8.0,You Only Live Twice,1967-06-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30880,668.0,10170.0,Ilse Steppat,Irma Bunt,4.0,On Her Majesty's Secret Service,1969-12-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24584,676.0,10128.0,William Lee Scott,Billy Thompson,8.0,Pearl Harbor,2001-05-21,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52574,681.0,1221898.0,Leonard Barr,Shady Tree,12.0,Diamonds Are Forever,1971-12-14,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34693,682.0,3140.0,Marc Lawrence,Rodney,8.0,The Man with the Golden Gun,1974-12-04,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137471,688.0,5064.0,Meryl Streep,Francesca Johnson,0.0,The Bridges of Madison County,1995-06-02,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54322,691.0,10459.0,Curd Jürgens,Karl Stromberg,2.0,The Spy Who Loved Me,1977-07-07,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138627,690.0,10355.0,Martin LaSalle,Michel,0.0,Pickpocket,1959-12-16,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109568,692.0,3383462.0,Pat Lefaiver,Etta,14.0,Pink Flamingos,1972-03-17,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37196,693.0,52957.0,Ray Santiago,Jorge Villalobos,10.0,Meet the Fockers,2004-12-22,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40088,698.0,2369.0,Michael Lonsdale,Hugo Drax,2.0,Moonraker,1979-06-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377,699.0,39066.0,James Villiers,Tanner,14.0,For Your Eyes Only,1981-06-24,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48690,700.0,10511.0,David Meyer,Twin One,10.0,Octopussy,1983-06-05,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42194,707.0,696.0,David Yip,Chuck Lee,6.0,A View to a Kill,1985-05-24,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271,708.0,10671.0,Joe Don Baker,Brad Whitaker,2.0,The Living Daylights,1987-06-29,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41187,709.0,10513.0,Robert Brown,M,14.0,Licence to Kill,1989-06-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122928,712.0,10729.0,Charlotte Coleman,Scarlett,6.0,Four Weddings and a Funeral,1994-03-09,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25454,713.0,4783.0,Sam Neill,Alisdair Stewart,2.0,The Piano,1993-05-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32032,714.0,10748.0,Terence Rigby,General Bukharin,14.0,Tomorrow Never Dies,1997-12-11,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111222,746.0,11382.0,Ryuichi Sakamoto,Amakasu,6.0,The Last Emperor,1987-10-04,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25538,747.0,11110.0,Kate Ashfield,Liz,2.0,Shaun of the Dead,2004-04-09,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19345,754.0,30485.0,CCH Pounder,Hollis Miller,10.0,Face/Off,1997-06-27,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47616,756.0,1098082.0,Julietta Novis,Soloist (segment 'Ave Maria') (singing voice),2.0,Fantasia,1940-11-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41366,763.0,11341.0,Glenis Levestam,Mrs. Matheson,10.0,Braindead,1992-08-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35863,764.0,1116942.0,Dorothy Tapert,Fake Shemp,6.0,The Evil Dead,1981-10-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72716,765.0,11750.0,Dan Hicks,Jake,2.0,Evil Dead II,1987-03-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48241,766.0,1506253.0,Billy Bryan,Pit Deadite #2,14.0,Army of Darkness,1992-10-31,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21629,770.0,8725.0,Olivia de Havilland,Melanie Hamilton,2.0,Gone with the Wind,1939-12-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54741,773.0,17413.0,Julio Oscar Mechoso,Mechanic,10.0,Little Miss Sunshine,2006-07-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48014,783.0,9126.0,Edward Fox,General Dyer,2.0,Gandhi,1982-12-01,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23935,786.0,11669.0,Jimmy Fallon,Dennis Hope,14.0,Almost Famous,2000-09-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12824,787.0,41421.0,Jennifer Morrison,Jade - Associate #2,10.0,Mr. & Mrs. Smith,2005-06-07,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16038,788.0,10360.0,Robert Prosky,Mr. Lundy,6.0,Mrs. Doubtfire,1993-11-24,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27333,792.0,13022.0,Tom Berenger,"Sergeant Robert ""Bob"" Barnes",2.0,Platoon,1986-12-19,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72424,793.0,3501696.0,Dick Green,Don Vallens,14.0,Blue Velvet,1986-09-19,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33197,796.0,11871.0,Alaina Reed Hall,Nurse,10.0,Cruel Intentions,1999-03-05,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87776,802.0,12445.0,Sue Lyon,"Dolores ""Lolita"" Haze",2.0,Lolita,1962-06-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91545,797.0,6657.0,Bibi Andersson,Alma,0.0,Persona,1966-10-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70855,804.0,131306.0,Maurizio Arena,Young Boy with Car (uncredited),14.0,Roman Holiday,1953-08-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90016,805.0,28164.0,Charles Grodin,Dr. Hill,10.0,Rosemary's Baby,1968-06-12,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21794,813.0,7633.0,Leslie Nielsen,Dr. Rumack,2.0,Airplane!,1980-06-27,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48281,816.0,34844.0,Monet Mazur,Mod Girl,14.0,Austin Powers: International Man of Mystery,1997-05-02,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69000,818.0,14390.0,Diane Mizota,Fook Mi,10.0,Austin Powers in Goldmember,2002-07-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103356,819.0,6613.0,Minnie Driver,Carol Martinez,6.0,Sleepers,1996-10-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74174,820.0,64.0,Gary Oldman,Lee Harvey Oswald,2.0,JFK,1991-12-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138330,826.0,1208202.0,Harold Goodwin,Baker,10.0,The Bridge on the River Kwai,1957-10-11,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49729,829.0,3556.0,Roman Polanski,Man with Knife,6.0,Chinatown,1974-06-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131149,839.0,12423.0,Eddie Firestone,Cafe Owner,2.0,Duel,1971-11-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50056,849.0,12811.0,Ken Marshall,Prince Colwyn,0.0,Krull,1983-07-29,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26214,843.0,1338.0,Maggie Cheung,Su Li-zhen,0.0,In the Mood for Love,2000-09-29,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101586,851.0,12718.0,Noël Coward,Train Station Announcer (uncredited),12.0,Brief Encounter,1945-11-24,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76101,853.0,4534.0,Matthias Habich,General Paulus,8.0,Enemy at the Gates,2001-02-28,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20874,855.0,886.0,William Fichtner,SFC Jeff Sanderson,4.0,Black Hawk Down,2001-12-28,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23941,856.0,382.0,Bob Hoskins,Eddie Valiant,0.0,Who Framed Roger Rabbit,1988-06-22,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52436,858.0,12931.0,Rita Wilson,Suzy,8.0,Sleepless in Seattle,1993-06-24,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74398,860.0,12852.0,Barry Corbin,General Beringer,4.0,WarGames,1983-06-03,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288,861.0,1100.0,Arnold Schwarzenegger,Douglas Quaid / Hauser,0.0,Total Recall,1990-06-01,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38696,864.0,7180.0,John Candy,Irv,4.0,Cool Runnings,1993-10-01,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49511,865.0,1100.0,Arnold Schwarzenegger,Ben Richards,0.0,The Running Man,1987-11-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404,867.0,166245.0,Sid McCoy,Mr. Anderson,12.0,Sliver,1993-05-21,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56864,872.0,13294.0,Gene Kelly,Don Lockwood,0.0,Singin' in the Rain,1952-04-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115217,873.0,956838.0,John Patton Jr.,Preacher,12.0,The Color Purple,1985-12-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25252,879.0,199640.0,Laurel Cronin,Liza,8.0,Hook,1991-04-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139930,884.0,2165.0,Rosanna Arquette,Gabrielle,4.0,Crash,1996-07-17,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135582,888.0,6677.0,Kyle MacLachlan,Cliff Vandercave,4.0,The Flintstones,1994-05-27,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95502,891.0,4135.0,Robert Redford,Bob Woodward,0.0,All the President's Men,1976-04-09,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113747,913.0,2931155.0,Bill Ambrozy,Proctor,12.0,The Thomas Crown Affair,1999-08-06,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137282,914.0,14032.0,Maurice Moscovitch,Mr. Jaeckel,8.0,The Great Dictator,1940-10-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111045,923.0,15069.0,David Emge,"Stephen ""Flyboy"" Andrews",0.0,Dawn of the Dead,1978-09-02,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38148,926.0,15032.0,Jed Rees,Teb,8.0,Galaxy Quest,1999-12-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17954,927.0,3034.0,Corey Feldman,Pete Fountaine,4.0,Gremlins,1984-06-08,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97535,928.0,16170.0,Zach Galligan,Billy Peltzer,0.0,Gremlins 2: The New Batch,1990-06-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58190,929.0,14740.0,Christian Aubert,Jean-Luc,12.0,Godzilla,1998-05-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68240,935.0,12485.0,Jack Creley,Mr. Staines,8.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117159,936.0,9208.0,Robert Wagner,George Lytton,4.0,The Pink Panther,1963-12-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32190,938.0,190.0,Clint Eastwood,Manco,0.0,For a Few Dollars More,1965-12-18,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26888,941.0,194553.0,Patrick Cameron,Cop #1,12.0,Lethal Weapon,1987-03-06,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100086,942.0,6576.0,Mark Rolston,Hans,8.0,Lethal Weapon 2,1989-07-07,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79999,943.0,14344.0,Stuart Wilson,Jack Travis,4.0,Lethal Weapon 3,1992-05-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105389,944.0,2461.0,Mel Gibson,Martin Riggs,0.0,Lethal Weapon 4,1998-07-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38339,947.0,105633.0,Michel Ray,Farraj,12.0,Lawrence of Arabia,1962-12-11,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,949.0,3197.0,Tom Sizemore,Michael Cheritto,4.0,Heat,1995-12-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23867,966.0,168083.0,Pepe Hern,Tomas,12.0,The Magnificent Seven,1960-10-12,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47393,967.0,14502.0,John Ireland,Crixus,8.0,Spartacus,1960-10-13,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89058,968.0,14542.0,James Broderick,Sheldon,4.0,Dog Day Afternoon,1975-09-21,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20756,979.0,28782.0,Monica Bellucci,Alex,0.0,Irreversible,2002-05-22,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42676,984.0,14791.0,James Nolan,Liquor Proprietor,13.0,Dirty Harry,1971-12-23,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29578,985.0,3317746.0,John Monez,Bum,9.0,Eraserhead,1977-09-28,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69834,990.0,52463.0,Stefan Gierasch,Preacher,7.0,The Hustler,1961-09-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16914,1018.0,15008.0,Ann Miller,Coco,3.0,Mulholland Drive,2001-06-06,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87553,1049.0,2099080.0,Stephanie Weaver,Mrs. Bundy,15.0,Sommersby,1993-02-05,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131560,1088.0,15302.0,Tahei Simpson,Miss Parata,11.0,Whale Rider,2003-01-30,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31611,1089.0,63934.0,Vincent Klyn,Warchild,10.0,Point Break,1991-07-12,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51577,1103.0,9221.0,Donald Pleasence,President of the United States,3.0,Escape from New York,1981-05-23,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145775,1115.0,2339.0,Julia Hummer,Nina,0.0,Ghosts,2005-09-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23550,1125.0,12074.0,John Lithgow,Jerry Harris,15.0,Dreamgirls,2006-12-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46481,1164.0,18057.0,Yuko Murata,Mitsu,11.0,Babel,2006-10-26,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44728,1213.0,15915.0,Sergio Rubini,Inspector Roverini,7.0,The Talented Mr. Ripley,1999-12-25,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66865,1246.0,16502.0,Geraldine Hughes,Marie,3.0,Rocky Balboa,2006-12-20,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92614,1249.0,118131.0,Gareth Williams,Del,15.0,Hollywoodland,2006-08-31,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21479,1250.0,474842.0,Marcus Jones,Team Blaze,11.0,Ghost Rider,2007-01-15,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65582,1255.0,1180191.0,Lee Dong-ho,Se-joo,7.0,The Host,2006-07-27,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131318,1262.0,15758.0,Queen Latifah,Penny Escher,3.0,Stranger Than Fiction,2006-11-10,0.05,50.0,Unknown,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
