id,movie_id,person_id,name,character,cast_order,Project,movie_release_date,Sentiment_Score,Popularity_Score,Genre,Lead_Talent,job,department,author,author_username,author_rating,content,created_at,updated_at,url,movie_rating,content_length,show_id,type,director,country,date_added,release_year,duration,description,crew,budget,homepage,keywords,original_language,original_title,overview,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_count,adult,backdrop_path,imdb_id,poster_path
49519,,,,,,The Croods,,0.6799999999999999,64.183321,"[{""id"": 12",Ensemble,,,,,,,,,,,,,,,,,,,,,135000000.0,http://www.thecroodsmovie.com/,"[{""id"": 4428, ""name"": ""stone age""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5905, ""name"": ""father""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.","[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-20,585178928.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the first modern family.,2399.0,,,,
755,,,,,,From Dusk Till Dawn,,0.6900000000000001,64.181668,"[{""id"": 27",Ensemble,,,,,,,,,,,,,,,,,,,,,19000000.0,http://www.miramax.com/movie/from-dusk-till-dawn/,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 4063, ""name"": ""siege""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 18072, ""name"": ""preacher""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 41380, ""name"": ""crucifix""}, {""id"": 163795, ""name"": ""recreational vehicle""}, {""id"": 167664, ""name"": ""blood spurting""}, {""id"": 168152, ""name"": ""convenience store""}, {""id"": 174878, ""name"": ""female vampire""}, {""id"": 188711, ""name"": ""mexican american border""}, {""id"": 191441, ""name"": ""nightclub entertainer""}, {""id"": 227811, ""name"": ""boa constrictor""}]",en,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","[{""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-19,25836616.0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,1603.0,,,,
629,,,,,,The Usual Suspects,,0.8099999999999999,64.025031,"[{""id"": 18",Ensemble,,,,,,,,,,,,,,,,,,,,,6000000.0,http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,"[{""id"": 3703, ""name"": ""law""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 18024, ""name"": ""hungarian""}, {""id"": 18027, ""name"": ""sibling""}]",en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","[{""name"": ""Blue Parrot Productions"", ""id"": 361}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-19,23341568.0,106.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Five Criminals. One Line Up. No Coincidence.,3254.0,,,,
213059,,,,,,[JUC-844] Fakecest MILF: My Washing Machine Broke This Time! Yuko Kuremachi,,0.6,64.019,Other,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,"pubic hair, japanese woman, mature, big tits",ja,JUC-844 近親相姦 お母さん、今度は洗濯機が壊れたよ。 暮町ゆうこ,,Madonna,Japan,2012-03-08,0.0,118.0,Japanese,Released,,1.0,True,,,
4247,,,,,,Scary Movie,,0.6336,64.01,Comedy,Ensemble,,,,,,,,,,,,,,,,,,,,,19000000.0,,"high school, psychopath, garage, satire, parody, crude humor, spoof, horror spoof, drugs, aftercreditsstinger, horror parody",en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!","Brad Grey Pictures, Gold/Miller Productions, Wayans Bros. Entertainment, Dimension Films",United States of America,2000-07-07,278019771.0,88.0,English,Released,No mercy. No shame. No sequel.,6346.0,False,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,tt0175142,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg
649609,,,,,,Renfield,,0.6723,63.941,Comedy,Ensemble,,,,,,,,,,,,,,,,,,,,,65000000.0,https://www.renfieldmovie.com,"police, vampire, gore, bugs, mob family, crooked cops, horror comedy, immortal, dracula, abusive relationship, bloody death, violence",en,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.","Skybound Entertainment, Universal Pictures, Giant Wildcat, dentsu","Japan, United States of America",2023-04-07,26348156.0,93.0,"English, Thai",Released,Sucks to be him.,1014.0,False,/nBEFrdcVhwceGSFw83RksxY9Blg.jpg,tt11358390,/jG83l0tDwoQj3hBAioIsJ5rTPHw.jpg
133805,,,,,,Carrie,,0.58,63.848541,"[{""id"": 18",Ensemble,,,,,,,,,,,,,,,,,,,,,30000000.0,http://www.carrie-movie.com,"[{""id"": 321, ""name"": ""terror""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3720, ""name"": ""power""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14989, ""name"": ""religious""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 187056, ""name"": ""woman director""}]",en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.","[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Misher Films"", ""id"": 11581}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-16,82394288.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Know her name. Fear her power.,1463.0,,,,
410578,,,,,,Cohabitation,,0.0,63.778,Drama,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,,cn,同居关系,"Two couples unmarried and uncommitted experience the wonders of love, romance and desire. A lighthearted taste of ""Love Hong Kong Style"".",,Hong Kong,1993-12-09,0.0,95.0,Cantonese,Released,,0.0,False,,tt0108361,/omv6CZ5VwzkWnitoulorGQqUcrw.jpg
672750,,,,,,A Kissing Full-Body Hard And Tight Deep Kiss Fuck Fest Miru Sakamichi,,0.0,63.774,Other,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,"kissing, japanese woman, pov (point of view)",ja,キスキスキス全身とろける密着ディープキス性交 坂道みる,"""With a lot of kissing, you make a scene --"" it's an instinct to kiss with a lot of hot girls in the industry, and it's tightly wrapped, deep kiss, sex. The strong saliva that comes out of your small mouth... The body, which is raised and heated by kissing, reacts accentuously, repeating the moment of a big wave and climax. The tip of the tongue is tangled and the pistons become more intense, so he ashew his face while seeking a kiss... Enjoy the rapport of a lover lover she's very attractive.",,,2019-10-07,0.0,150.0,Japanese,Released,,0.0,True,/2GqjLNafK0NUR8L2OGgQ7m0a8eB.jpg,,/A4lEBSCPy974WZIdYJr4DKYXDvU.jpg
68737,,,,,,Seventh Son,,0.52,63.628459,"[{""id"": 12",Ensemble,,,,,,,,,,,,,,,,,,,,,95000000.0,http://www.seventhsonmovie.com/,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Outlaw Sinema"", ""id"": 13444}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Pendle Mountain Productions"", ""id"": 40112}, {""name"": ""China Film Co."", ""id"": 40890}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-12,114178613.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",957.0,,,,
82693,,,,,,Silver Linings Playbook,,0.6900000000000001,63.599973,"[{""id"": 18",Ensemble,,,,,,,,,,,,,,,,,,,,,21000000.0,http://silverliningsplaybookmovie.com/,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 162970, ""name"": ""institutionalization""}, {""id"": 189447, ""name"": ""bipolar""}, {""id"": 189881, ""name"": ""philadelphia eagles""}]",en,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.","[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-08,205738714.0,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch For The Signs,4742.0,,,,
875104,,,,,,Ip Man: The Awakening,,0.6799999999999999,63.579,Action,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,https://wellgousa.com/films/ip-man-awakening,"martial arts, kung fu, hong kong, wing chun",zh,叶问宗师觉醒,"When a young Master Ip stops a kidnapping, he ignites a turf war with a ruthless human-trafficking ring. In retaliation, the gang kidnaps one of Ip Man's close friends, forcing him to face the group's brutal boxing champion head-on.",,China,2023-05-05,0.0,76.0,Mandarin,Released,The legend begins,59.0,False,/Xfn9eDOaZKSz5W3PRoJI928I9c.jpg,tt21028848,/A7vhdyGrpPMKXsuFBZzxmave94F.jpg
42384,,,,,,A Tale of Legendary Libido,,0.5764,63.526,Comedy,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,"legend, joseon dynasty",ko,가루지기,A monk gives an impaired man the secret to a strong arousal. The man had been teased and tortured until the travelling man decides to help him out.,"Michigan Venture Capital, Prime Entertainment, Showbox",South Korea,2008-04-30,0.0,120.0,Korean,Released,What is the object used for?,36.0,False,/wGk3QhflKUXft8eN1sAHBnkzm3t.jpg,tt1433775,/3smywiLIJVJPLY4QoVD41FMgP87.jpg
627,,,,,,Trainspotting,,0.78,63.513324,"[{""id"": 18",Ensemble,,,,,,,,,,,,,,,,,,,,,4000000.0,http://www.miramax.com/movie/trainspotting/,"[{""id"": 212, ""name"": ""london england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 2694, ""name"": ""cold turkey""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 11635, ""name"": ""monologue""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 180431, ""name"": ""drug rehabilitation""}, {""id"": 206829, ""name"": ""drug culture""}, {""id"": 230607, ""name"": ""antihero""}]",en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Noel Gay Motion Picture Company"", ""id"": 358}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1996-02-23,16491080.0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Choose life.,2655.0,,,,
23823,,,,,,Wrong Turn 3: Left for Dead,,0.5599999999999999,63.492,Horror,Ensemble,,,,,,,,,,,,,,,,,,,,,3000000.0,,"sheriff, river, penitentiary, forest, west virginia, woods, slasher, hillbilly, cannibal, survival horror, voyeur, molotov cocktail, criminal trio, criminals",en,Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.","Constantin Film, Summit Entertainment","Germany, United States of America",2009-10-20,0.0,91.0,English,Released,What you don't see will kill you.,1037.0,False,/jncviKGvFlxdeh6vYWe9g4LmG3j.jpg,tt1261978,/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg
228161,,,,,,Home,,0.6799999999999999,63.473086,"[{""id"": 14",Ensemble,,,,,,,,,,,,,,,,,,,,,135000000.0,http://www.meettheboov.com/,"[{""id"": 6054, ""name"": ""friendship""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 197194, ""name"": ""alien friendship""}, {""id"": 235972, ""name"": ""awful leader""}, {""id"": 235974, ""name"": ""taking resposibility""}]",en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-18,368871007.0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Worlds Collide,1519.0,,,,
529203,,,,,,The Croods: A New Age,,0.7521,63.456,Animation,Ensemble,,,,,,,,,,,,,,,,,,,,,65000000.0,https://www.dreamworks.com/movies/the-croods-2,"sequel, prehistory, candid, playful, joyous, admiring, adoring",en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.","Universal Pictures, DreamWorks Animation",United States of America,2020-11-25,215905815.0,95.0,English,Released,The future ain't what it used to be.,3508.0,False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,tt2850386,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
1422,,,,,,The Departed,,0.79,63.429157,"[{""id"": 18",Ensemble,,,,,,,,,,,,,,,,,,,,,90000000.0,http://thedeparted.warnerbros.com/,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 14617, ""name"": ""mole""}, {""id"": 177235, ""name"": ""state police""}, {""id"": 177258, ""name"": ""police training""}, {""id"": 177259, ""name"": ""realtor""}]",en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-05,289847354.0,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Lies. Betrayal. Sacrifice. How far will you take it?,4339.0,,,,
1098160,,,,,,The Tank,,0.51,63.394,Horror,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,"1970s, creature",en,The Tank,"In 1978 Oregon, Ben and Jules inherit an abandoned coastal property from Ben's late mother, who's never mentioned it. The untouched house has been kept a secret for 40 years and comes with a beautiful private cove and beach. Jules searches for answers while Ben unwittingly awakens a fiercely protective creature.","Ajax Pictures Corp., General Film Corporation, Happy Dog Entertainment","Australia, New Zealand, United Kingdom, United States of America",2023-04-21,0.0,100.0,English,Released,Some families have secrets.,50.0,False,/baE88dSR0byNAMDBk8HENkdDbt0.jpg,tt14687418,/2VxEtwgzOUukatl2IKGn4borpgE.jpg
963746,,,,,,Summer 1941,,1.0,63.326,Action,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,,ru,1941 жылдың жазы,"Beginning of the Great Patriotic War. Lieutenant Adi Sharipov, together with his platoon, cover the retreat of the regimental headquarters and remain surrounded, behind enemy lines. The enemy drives the squad into the swamp. Fear of the unknown, despondency and doubt haunt the fighters until they realize that waiting and inaction will destroy the squad faster than enemy bullets.","Kazakhstan Ministry of Culture, Cinemaus Studio",Kazakhstan,2022-04-21,0.0,112.0,Russian,Released,,1.0,False,/gLCDW1velnpPkbYBbMg9EIJkbEx.jpg,tt19770590,/pBiCR1Rl2YX0tNXg38EFPGRytsS.jpg
74887,,,,,,Sex and Zen II,,0.5978,63.223,Romance,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,,,cn,玉蒲團II玉女心經,"Wealthy Sai Moon-Kin works hard to please as many women as he possibly can. When marrying off his mentally handicapped son, he finds himself attracted to his new daughter in law, so he takes her for his own, unaware that she is the evil Mirage Woman, who wields fantastical ""sucking"" abilities.","Orange Sky Golden Harvest, Jing's Production Limited",Hong Kong,1996-05-09,0.0,87.0,Cantonese,Released,,46.0,False,/3ysJfgS96U4SfI2owoEhB81tD6x.jpg,tt0117605,/p1Omevox7vCu8KohiqIEhFgfJcT.jpg
436969,,,,,,The Suicide Squad,,0.7557,63.194,Action,Ensemble,,,,,,,,,,,,,,,,,,,,,185000000.0,https://www.thesuicidesquad.net,"monster, secret mission, superhero, anti hero, giant monster, gore, based on comic, alien, betrayal, alien invasion, convict, parasite, super villain, world domination, aftercreditsstinger, dc extended universe (dceu), muscular men, character deaths",en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",United States of America,2021-07-28,168717425.0,132.0,"English, French, Spanish",Released,They're dying to save the world.,7692.0,False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,tt6334354,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg
68735,,,,,,Warcraft,,0.63,63.148529,"[{""id"": 28",Ensemble,,,,,,,,,,,,,,,,,,,,,160000000.0,http://www.warcraft-themovie.com/,"[{""id"": 282, ""name"": ""video game""}, {""id"": 603, ""name"": ""elves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10821, ""name"": ""sorcerer""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 189113, ""name"": ""fictional language""}, {""id"": 211674, ""name"": ""muscles""}, {""id"": 228295, ""name"": ""orc""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Blizzard Entertainment"", ""id"": 16028}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,433677183.0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two worlds. One home.,2268.0,,,,
17654,,,,,,District 9,,0.73,63.13678,"[{""id"": 878",Ensemble,,,,,,,,,,,,,,,,,,,,,30000000.0,http://www.d-9.com/,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 4339, ""name"": ""johannesburg""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6086, ""name"": ""government""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10650, ""name"": ""prawn""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 158276, ""name"": ""metamorphosis""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 195139, ""name"": ""internment camp""}, {""id"": 229740, ""name"": ""body transformation""}, {""id"": 231277, ""name"": ""alien technology""}, {""id"": 233016, ""name"": ""segregation""}]",en,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).","[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Key Creatives"", ""id"": 2300}, {""name"": ""Block / Hanson"", ""id"": 8504}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""The Department of Trade and Industry of South Africa"", ""id"": 10884}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""District 9"", ""id"": 20667}, {""name"": ""New Zealand Post Digital and Visual Effects Grant"", ""id"": 20668}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2009-08-05,210819611.0,112.0,"[{""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""ny"", ""name"": """"}, {""iso_639_1"": ""st"", ""name"": """"}, {""iso_639_1"": ""xh"", ""name"": """"}, {""iso_639_1"": ""zu"", ""name"": ""isiZulu""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You are not welcome here.,3382.0,,,,
779782,,,,,,The School for Good and Evil,,0.7117,63.109,Fantasy,Ensemble,,,,,,,,,,,,,,,,,,,,,0.0,https://www.netflix.com/title/80218885,"school of witchcraft, school, based on young adult novel, good versus evil, teenager",en,The School for Good and Evil,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,Feigco Entertainment,United States of America,2022-10-19,0.0,146.0,English,Released,There are two sides to every story.,1046.0,False,/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg,tt2935622,/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg
